id,class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
5354,Poisonous,Convex,Scaly,Red,No Bruises,Musty,Free,Close,Broad,White,Enlarging,Club,Silky,Scaly,Cinnamon,Cinnamon,Partial,White,None,None,White,Clustered,Wood
4849,Poisonous,Convex,Scaly,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Wood
4405,Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Solitary,Wood
3608,Poisonous,Convex,Fibrous,White,No Bruises,Creosote,Free,Close,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Wood
2426,Edible,Convex,Fibrous,Red,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Black,Several,Wood
4532,Poisonous,Convex,Scaly,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Wood
4359,Edible,Flat,Smooth,Buff,Bruises,None,Free,Close,Broad,White,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Evanescent,White,Clustered,Waste
235,Edible,Convex,Smooth,White,Bruises,Almond,Free,Close,Broad,White,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Meadows
3671,Edible,Flat,Scaly,Red,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Several,Wood
5196,Poisonous,Flat,Scaly,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
1999,Edible,Convex,Fibrous,Green,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Black,Solitary,Wood
3704,Poisonous,Flat,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Solitary,Wood
3716,Edible,Convex,Scaly,Buff,Bruises,None,Free,Close,Broad,Red,Enlarging,?,Smooth,Smooth,Red,White,Partial,White,Two,Evanescent,White,Clustered,Waste
3607,Edible,Flat,Fibrous,Red,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Black,Solitary,Wood
6263,Edible,Convex,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Brown,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Yellow,Clustered,Leaves
1451,Edible,Convex,Fibrous,White,Bruises,Almond,Free,Crowded,Narrow,Pink,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Purple,Several,Wood
1327,Edible,Convex,Fibrous,Green,No Bruises,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses
1814,Edible,Convex,Fibrous,Brown,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Solitary,Wood
5298,Edible,Convex,Fibrous,Green,No Bruises,None,Free,Crowded,Broad,White,Enlarging,?,Smooth,Silky,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
6008,Poisonous,Knobbed,Scaly,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
2174,Edible,Convex,Scaly,Red,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Solitary,Wood
4904,Edible,Knobbed,Scaly,Pink,Bruises,None,Free,Close,Broad,Red,Enlarging,?,Smooth,Smooth,Red,Red,Partial,White,Two,Evanescent,White,Clustered,Waste
4141,Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Paths
5027,Poisonous,Convex,Scaly,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves
4489,Poisonous,Convex,Scaly,Brown,No Bruises,None,Free,Close,Narrow,White,Enlarging,?,Silky,Scaly,White,Yellow,Partial,White,One,Evanescent,White,Several,Wood
2256,Edible,Convex,Fibrous,White,No Bruises,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses
1026,Edible,Convex,Fibrous,Green,No Bruises,None,Free,Crowded,Broad,Brown,Tapering,Equal,Fibrous,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses
3262,Edible,Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Black,Solitary,Wood
5991,Edible,Flat,Smooth,Brown,Bruises,None,Free,Close,Broad,White,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Solitary,Paths
3834,Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Paths
187,Edible,Flat,Smooth,Yellow,Bruises,Almond,Free,Crowded,Narrow,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Wood
3438,Edible,Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Several,Wood
4624,Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Solitary,Paths
151,Edible,Convex,Scaly,White,Bruises,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Grasses
4608,Poisonous,Convex,Scaly,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
108,Edible,Convex,Smooth,Yellow,Bruises,Almond,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Meadows
3635,Edible,Flat,Fibrous,Red,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Several,Wood
369,Edible,Convex,Smooth,White,No Bruises,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses
2573,Edible,Flat,Fibrous,Brown,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Solitary,Wood
3243,Edible,Convex,Scaly,Green,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Black,Solitary,Wood
877,Edible,Convex,Fibrous,Green,No Bruises,None,Free,Crowded,Broad,Pink,Tapering,Equal,Fibrous,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses
2274,Edible,Convex,Fibrous,Red,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Several,Wood
3135,Edible,Convex,Scaly,Green,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Several,Wood
5911,Edible,Knobbed,Smooth,Green,No Bruises,None,Free,Crowded,Broad,Gray,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
1148,Edible,Flat,Scaly,Brown,Bruises,Anise,Free,Close,Broad,Pink,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Brown,Scattered,Paths
3687,Poisonous,Convex,Fibrous,Pink,No Bruises,Creosote,Free,Close,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Wood
4419,Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Several,Wood
4866,Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Grasses
4744,Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Paths
3028,Edible,Flat,Scaly,Green,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Black,Several,Wood
1350,Edible,Flat,Smooth,Brown,No Bruises,None,Free,Crowded,Broad,Brown,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses
3250,Edible,Flat,Scaly,Red,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Solitary,Wood
6059,Poisonous,Knobbed,Scaly,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths
5269,Poisonous,Flat,Smooth,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves
3715,Poisonous,Convex,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Paths
610,Edible,Bell,Smooth,White,Bruises,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Grasses
4666,Edible,Flat,Smooth,Buff,Bruises,None,Free,Close,Broad,Red,Enlarging,?,Smooth,Smooth,White,Red,Partial,White,Two,Evanescent,White,Clustered,Waste
4090,Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Wood
4510,Poisonous,Convex,Smooth,White,Bruises,Foul,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Chocolate,Scattered,Grasses
4750,Edible,Flat,Scaly,Red,Bruises,None,Free,Close,Broad,White,Enlarging,?,Smooth,Smooth,White,Red,Partial,White,Two,Evanescent,White,Clustered,Waste
2490,Edible,Convex,Fibrous,Red,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Several,Wood
1581,Edible,Convex,Fibrous,Brown,No Bruises,None,Free,Crowded,Broad,Pink,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Brown,Abundant,Grasses
2826,Edible,Convex,Scaly,Green,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Solitary,Wood
4931,Edible,Flat,Scaly,Cinnamon,No Bruises,None,Free,Crowded,Narrow,White,Enlarging,Bulbous,Fibrous,Fibrous,White,Brown,Partial,White,One,Evanescent,White,Several,Leaves
4472,Poisonous,Convex,Smooth,Buff,Bruises,Foul,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Chocolate,Several,Grasses
3697,Poisonous,Convex,Smooth,Pink,No Bruises,Creosote,Free,Crowded,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Wood
5055,Poisonous,Convex,Scaly,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
2638,Edible,Convex,Scaly,Red,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Black,Solitary,Wood
3495,Poisonous,Convex,Smooth,Pink,No Bruises,Creosote,Free,Close,Narrow,Gray,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Wood
6390,Edible,Convex,Fibrous,Green,No Bruises,None,Free,Crowded,Broad,Pink,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
4222,Edible,Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Solitary,Wood
2739,Edible,Flat,Fibrous,Brown,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Solitary,Wood
3094,Edible,Flat,Fibrous,Green,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Brown,Solitary,Wood
5449,Poisonous,Convex,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
6459,Poisonous,Knobbed,Scaly,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
5977,Edible,Convex,Smooth,Cinnamon,Bruises,None,Free,Close,Broad,White,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Solitary,Paths
5760,Poisonous,Knobbed,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Wood
375,Edible,Bell,Scaly,Yellow,Bruises,Anise,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Numerous,Meadows
3344,Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Several,Wood
520,Edible,Bell,Scaly,White,Bruises,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Meadows
6032,Poisonous,Knobbed,Scaly,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
5928,Poisonous,Knobbed,Smooth,Red,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves
5659,Poisonous,Flat,Scaly,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Wood
5867,Poisonous,Knobbed,Scaly,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
2729,Edible,Flat,Fibrous,Brown,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Several,Wood
5994,Poisonous,Knobbed,Smooth,Brown,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Wood
2599,Poisonous,Convex,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Grasses
5931,Edible,Convex,Smooth,Green,Bruises,None,Free,Close,Broad,White,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Solitary,Paths
26,Edible,Bell,Smooth,Yellow,Bruises,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Meadows
4397,Poisonous,Convex,Scaly,Brown,No Bruises,None,Free,Close,Narrow,White,Enlarging,?,Silky,Scaly,White,Brown,Partial,White,One,Evanescent,White,Several,Wood
1114,Edible,Flat,Fibrous,White,No Bruises,None,Free,Crowded,Broad,Brown,Tapering,Equal,Smooth,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses
911,Edible,Convex,Fibrous,Green,No Bruises,None,Free,Crowded,Broad,Pink,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses
3386,Edible,Flat,Fibrous,Green,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Wood
3992,Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses
1840,Edible,Convex,Fibrous,Green,No Bruises,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Fibrous,Fibrous,White,White,Partial,White,One,Evanescent,Brown,Scattered,Grasses
5707,Edible,Knobbed,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Yellow,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Orange,Clustered,Leaves
1871,Poisonous,Convex,Smooth,White,Bruises,Pungent,Free,Close,Narrow,Pink,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Grasses
4006,Poisonous,Flat,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses
3762,Poisonous,Convex,Fibrous,Yellow,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Wood
6393,Edible,Bell,Smooth,Green,No Bruises,None,Free,Crowded,Broad,Pink,Enlarging,?,Smooth,Silky,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
884,Edible,Convex,Smooth,White,Bruises,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Grasses
3734,Edible,Flat,Fibrous,Green,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Black,Solitary,Wood
158,Edible,Convex,Scaly,White,Bruises,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Grasses
4711,Edible,Knobbed,Smooth,Pink,Bruises,None,Free,Close,Broad,Red,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Evanescent,White,Clustered,Waste
5450,Poisonous,Flat,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,White,Partial,White,One,Evanescent,White,Several,Wood
374,Edible,Convex,Smooth,Brown,No Bruises,None,Free,Crowded,Broad,Brown,Tapering,Equal,Smooth,Smooth,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses
2311,Edible,Flat,Fibrous,Green,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Wood
5444,Poisonous,Flat,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
4658,Poisonous,Flat,Smooth,White,Bruises,Foul,Free,Close,Broad,Chocolate,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Chocolate,Scattered,Grasses
3751,Edible,Flat,Fibrous,Red,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Black,Several,Wood
2147,Edible,Convex,Scaly,Green,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Solitary,Wood
3304,Poisonous,Convex,Fibrous,Green,No Bruises,Creosote,Free,Close,Narrow,Pink,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Wood
5368,Poisonous,Flat,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
3348,Edible,Flat,Fibrous,Brown,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Brown,Solitary,Wood
3439,Edible,Flat,Scaly,Red,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Several,Wood
176,Edible,Flat,Fibrous,Brown,No Bruises,None,Free,Close,Narrow,Gray,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Urban
324,Edible,Convex,Scaly,White,Bruises,Anise,Free,Close,Broad,Gray,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Numerous,Grasses
5900,Edible,Knobbed,Fibrous,Green,No Bruises,None,Free,Crowded,Broad,Gray,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
3902,Poisonous,Convex,Smooth,Buff,Bruises,Foul,Free,Close,Broad,Pink,Tapering,Bulbous,Fibrous,Smooth,White,White,Partial,White,One,Pendant,Chocolate,Scattered,Grasses
3648,Edible,Flat,Scaly,Brown,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Brown,Solitary,Wood
2618,Edible,Convex,Fibrous,Red,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Solitary,Wood
3778,Poisonous,Flat,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Paths
5290,Poisonous,Convex,Scaly,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Silky,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
2567,Edible,Convex,Scaly,Green,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Solitary,Wood
4280,Poisonous,Flat,Scaly,Yellow,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Several,Wood
2961,Poisonous,Convex,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Paths
6235,Poisonous,Knobbed,Smooth,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
6248,Poisonous,Flat,Smooth,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Silky,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
2752,Edible,Convex,Scaly,Brown,Bruises,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Black,Solitary,Wood
3985,Edible,Flat,Scaly,Green,Bruises,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Brown,Several,Wood
5951,Edible,Flat,Smooth,Brown,No Bruises,None,Attached,Close,Broad,Orange,Enlarging,?,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Yellow,Clustered,Leaves
1369,Edible,Flat,Scaly,Brown,Bruises,Anise,Free,Close,Broad,Brown,Enlarging,Rooted,Smooth,Scaly,White,White,Partial,White,One,Pendant,Black,Scattered,Paths
4938,Poisonous,Convex,Scaly,Green,No Bruises,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Grasses
2255,Edible,Convex,Scaly,Green,Bruises,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Black,Several,Wood
5217,Poisonous,Knobbed,Smooth,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Silky,White,White,Partial,White,One,Evanescent,White,Several,Paths
1547,Edible,Convex,Fibrous,Brown,No Bruises,None,Free,Close,Narrow,Pink,Enlarging,Equal,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Solitary,Urban
3076,Poisonous,Convex,Fibrous,Green,No Bruises,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Grasses
1591,Edible,Flat,Fibrous,Green,No Bruises,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Black,Scattered,Grasses
631,Edible,Convex,Smooth,Yellow,Bruises,Almond,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Grasses
4516,Poisonous,Convex,Scaly,Brown,No Bruises,Spicy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Wood
5094,Poisonous,Knobbed,Smooth,Red,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
2203,Edible,Convex,Scaly,Red,Bruises,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Several,Wood
5311,Poisonous,Convex,Smooth,Brown,No Bruises,Fishy,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths
1387,Edible,Flat,Fibrous,Brown,No Bruises,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Fibrous,Smooth,White,White,Partial,White,One,Evanescent,Black,Abundant,Grasses
4727,Edible,Knobbed,Smooth,Pink,Bruises,None,Free,Close,Broad,White,Enlarging,?,Smooth,Smooth,White,White,Partial,White,Two,Evanescent,White,Clustered,Waste
5558,Poisonous,Flat,Scaly,Red,No Bruises,Foul,Free,Close,Narrow,Buff,Tapering,?,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Wood
